game_name|game_ext|game_size
First Samurai (Europe) (Beta)|.zip|364650
First Samurai (Europe)|.zip|363829
First Samurai (Japan)|.zip|369058
First Samurai (USA)|.zip|363814
First Samurai (World) (QUByte Classics)|.zip|363878
Fishing Koushien (Japan)|.zip|853858
Flashback (Europe) (En,Fr) (Beta)|.zip|1192873
Flashback (Europe) (En,Fr,De)|.zip|1194797
Flashback (Japan)|.zip|1192431
Flashback - The Quest for Identity (USA) (En,Fr,De)|.zip|1196159
Flintstones, The (Europe) (En,Fr,De,Es,It) (Beta)|.zip|1345520
Flintstones, The (Europe) (En,Fr,De,Es,It)|.zip|1279473
Flintstones, The (USA) (Beta)|.zip|584212
Flintstones, The (USA) (En,Fr,De,Es,It)|.zip|1279800
Flintstones, The - The Treasure of Sierra Madrock (Europe)|.zip|848875
Flintstones, The - The Treasure of Sierra Madrock (Japan)|.zip|853666
Flintstones, The - The Treasure of Sierra Madrock (USA) (Beta)|.zip|848360
Flintstones, The - The Treasure of Sierra Madrock (USA)|.zip|848857
Flubber (USA) (Pirate)|.zip|748379
Flying Hero - Bugyuru no Daibouken (Japan)|.zip|561636
Football Fury (USA)|.zip|647094
Foreman for Real (Europe)|.zip|1813823
Foreman for Real (Japan) (En)|.zip|1817568
Foreman for Real (USA)|.zip|1817546
Fork Parker's Crunch Out (World) (Aftermarket) (Unl)|.zip|841792
Fortune Quest - Dice o Korogase (Japan)|.zip|645266
Frank Thomas Big Hurt Baseball (Europe)|.zip|1976634
Frank Thomas Big Hurt Baseball (Japan) (En)|.zip|1976471
Frank Thomas Big Hurt Baseball (USA)|.zip|1976559
Frantic Flea (Europe) (Beta)|.zip|1255022
Frantic Flea (Europe)|.zip|1254996
Frantic Flea (USA)|.zip|1254967
FrogNES (World) (Unl)|.zip|217048
Frogger (USA)|.zip|118090
From TV Animation Slam Dunk - SD Heat Up!! (Japan)|.zip|513859
From TV Animation Slam Dunk - Shuueisha Limited (Japan)|.zip|937585
From TV Animation Slam Dunk - Yonkyou Gekitotsu!! (Japan) (Rev 1)|.zip|946560
From TV Animation Slam Dunk - Yonkyou Gekitotsu!! (Japan)|.zip|946403
From TV Animation Slam Dunk 2 - IH Yosen Kanzen Ban!! (Japan)|.zip|1941280
Front Mission (Japan) (Rev 1)|.zip|2214421
Front Mission (Japan)|.zip|2213994
Front Mission Series - Gun Hazard (Japan)|.zip|2498704
Full Power (Japan) (En)|.zip|707336
Full Throttle - All-American Racing (Europe)|.zip|709024
Full Throttle - All-American Racing (USA) (Beta)|.zip|704863
Full Throttle - All-American Racing (USA)|.zip|705809
Fun 'n Games (Europe)|.zip|694356
Fun 'n Games (USA)|.zip|688313
Funaki Masakatsu Hybrid Wrestler - Tougi Denshou (Japan)|.zip|1129031
Fune Tarou (Japan)|.zip|1591807
Furry RPG! (World) (Proto) (Aftermarket) (Unl)|.zip|556909
Furuta Atsuya no Simulation Pro Yakyuu 2 (Japan)|.zip|792425
Fushigi no Dungeon 2 - Fuurai no Shiren (Japan) (Rev 1) (NP)|.zip|2524217
Fushigi no Dungeon 2 - Fuurai no Shiren (Japan) (Rev 1) (Virtual Console)|.zip|2524245
Fushigi no Dungeon 2 - Fuurai no Shiren (Japan)|.zip|2524695
Futbol Excitante (USA) (Es) (Pirate)|.zip|865375
Futbol Peruano 97 (USA) (Es) (Pirate)|.zip|1406977
Futebol Brasileiro 96 (USA) (Pt) (Pirate)|.zip|1455853
G.O.D - Mezame yo to Yobu Koe ga Kikoe (Japan)|.zip|2404704
GP-1 (Europe)|.zip|620514
GP-1 (Japan) (En)|.zip|621924
GP-1 (USA)|.zip|620516
GP-1 - Part II (USA)|.zip|1016154
GP-1 RS - Rapid Stream (Japan) (En)|.zip|1018867
GS Mikami - Joreishi wa Nice Body (Japan)|.zip|613710
GT Racing (Japan)|.zip|1074271
Gaia Gensouki (Japan)|.zip|1619324
Gaia Saver - Hero Saidai no Sakusen (Japan)|.zip|819694
Gakkou de Atta Kowai Hanashi (Japan) (Rev 1)|.zip|2563777
Gakkou de Atta Kowai Hanashi (Japan)|.zip|2563763
Galaxy Robo (Japan)|.zip|855297
Galaxy Wars (Japan) (En)|.zip|139322
Gamars Puzzle (Taiwan) (Unl)|.zip|746523
Gambler Jiko Chuushinha - Mahjong Ooisen (Japan)|.zip|334155
Gambler Jiko Chuushinha 2 - Dorapon Quest (Japan)|.zip|731748
Gambling Hourouki (Japan)|.zip|604990
Game Genie (USA) (Unl) (Alt)|.zip|21690
Game Genie (USA) (Unl)|.zip|21078
Game Genie (USA) (v2.0) (Unl)|.zip|21031
Game Saver (Europe) (v1.6) (Unl)|.zip|11048
Game Saver (Europe) (v1.7) (Unl)|.zip|10491
Game no Tatsujin (Japan)|.zip|874594
Game no Tetsujin - The Shanghai (Japan)|.zip|881124
Gamera - Gyaos Gekimetsu Sakusen (Japan)|.zip|638332
Ganbare! Daiku no Gen-san (Japan)|.zip|611117
Ganbare Goemon - Yuki Hime Kyuushutsu Emaki (Japan) (Beta) (1991-05-31)|.zip|804116
Ganbare Goemon - Yuki Hime Kyuushutsu Emaki (Japan) (Rev 1)|.zip|857142
Ganbare Goemon - Yuki Hime Kyuushutsu Emaki (Japan) (Rev 2) (Virtual Console)|.zip|857236
Ganbare Goemon - Yuki Hime Kyuushutsu Emaki (Japan) (Rev 2)|.zip|857198
Ganbare Goemon - Yuki Hime Kyuushutsu Emaki (Japan)|.zip|857314
Ganbare Goemon 2 - Kiteretsu Shougun Magginesu (Japan) (Virtual Console)|.zip|1660380
Ganbare Goemon 2 - Kiteretsu Shougun Magginesu (Japan)|.zip|1660341
Ganbare Goemon 3 - Shishi Juurokubee no Karakuri Manjigatame (Japan) (Rev 1)|.zip|1599358
Ganbare Goemon 3 - Shishi Juurokubee no Karakuri Manjigatame (Japan) (Rev 2) (Virtual Console)|.zip|1599512
Ganbare Goemon 3 - Shishi Juurokubee no Karakuri Manjigatame (Japan) (Rev 2)|.zip|1599399
Ganbare Goemon 3 - Shishi Juurokubee no Karakuri Manjigatame (Japan) (Sample) (1994-10-24)|.zip|1595379
Ganbare Goemon 3 - Shishi Juurokubee no Karakuri Manjigatame (Japan)|.zip|1599211
Ganbare Goemon Kirakira Douchuu - Boku ga Dancer ni Natta Wake (Japan) (Rev 1)|.zip|2243017
Ganbare Goemon Kirakira Douchuu - Boku ga Dancer ni Natta Wake (Japan) (Rev 2)|.zip|2243016
Ganbare Goemon Kirakira Douchuu - Boku ga Dancer ni Natta Wake (Japan)|.zip|2242550
Gangan Gan-chan (Japan)|.zip|570758
Ganpuru - Gunman's Proof (Japan) (Beta)|.zip|1247219
Ganpuru - Gunman's Proof (Japan)|.zip|1234645
Ganso Pachi-Slot Nihonichi (Japan)|.zip|662716
Ganso Pachinko Ou (Japan)|.zip|810848
Gargoyles (USA) (Proto) (1994-07-19)|.zip|272846
Garou Densetsu - Shukumei no Tatakai (Japan) (Rev 1)|.zip|1116050
Garou Densetsu - Shukumei no Tatakai (Japan)|.zip|1117004
Garou Densetsu 2 - Aratanaru Tatakai (Japan) (Rev 1)|.zip|2000141
Garou Densetsu 2 - Aratanaru Tatakai (Japan)|.zip|2000194
Garou Densetsu Special (Japan)|.zip|3043448
Garry Kitchen's Super Battletank (Europe)|.zip|346681
Garry Kitchen's Super Battletank - War in the Gulf (USA) (Rev 1)|.zip|347868
Garry Kitchen's Super Battletank - War in the Gulf (USA)|.zip|347449
Gdleen (Japan) (Rev 1)|.zip|747826
Gdleen (Japan)|.zip|746765
Gegege no Kitarou - Fukkatsu! Tenma Daiou (Japan)|.zip|911374
Gekitotsu Dangan Jidousha Kessen - Battle Mobile (Japan) (En)|.zip|565594
Gekitou Burning Pro Wres (Japan)|.zip|1161912
Gemfire (USA)|.zip|600546
Genghis Khan II - Clan of the Gray Wolf (USA)|.zip|674965
Genjuu Ryodan (Japan) (NP)|.zip|1627469
Genocide 2 (Japan) (Beta)|.zip|54563
Genocide 2 (Japan)|.zip|1121633
George Foreman's KO Boxing (Europe)|.zip|771316
George Foreman's KO Boxing (USA) (Doritos Promo)|.zip|726024
George Foreman's KO Boxing (USA) (Rev 1)|.zip|771344
George Foreman's KO Boxing (USA)|.zip|771332
Gerry Anderson's Thunderbirds - Kokusai Kyuujotai Shutsudou Seyo!! (Japan)|.zip|564132
Get in the Hole (Japan)|.zip|933769
Getsumen no Anubis (Japan)|.zip|2119161
Ghost Chaser Densei (Japan)|.zip|1279557
Ghoul Patrol (Europe) (Beta)|.zip|683711
Ghoul Patrol (Europe)|.zip|683697
Ghoul Patrol (Japan)|.zip|686661
Ghoul Patrol (USA)|.zip|679670
Gindama Oyakata no Pachinko Hisshouhou (Japan) (Rev 1)|.zip|910293
Gindama Oyakata no Pachinko Hisshouhou (Japan)|.zip|910272
Ginga Eiyuu Densetsu (Japan)|.zip|419621
Ginga Sengoku Gunyuuden Rai (Japan)|.zip|1248085
Gionbana (Japan)|.zip|520060
Go! Go! Dodge League (Japan) (Rev 1)|.zip|253022
Go! Go! Dodge League (Japan)|.zip|253003
Go Go Ackman (Japan)|.zip|751153
Go Go Ackman 2 (Japan)|.zip|960941
Go Go Ackman 3 (Japan)|.zip|1237638
Goal! (USA)|.zip|516686
Gods (Europe)|.zip|593145
Gods (USA) (Beta)|.zip|566395
Gods (USA)|.zip|593134
Gojira - Kaijuu Daikessen (Japan) (Rev 1)|.zip|1698917
Gojira - Kaijuu Daikessen (Japan)|.zip|1699222
Gokinjo Boukentai (Japan)|.zip|1361902
Gokujou Parodius (Japan) (Beta 1) (1994-08-05)|.zip|1400365
Gokujou Parodius (Japan) (Beta 2)|.zip|1580594
Gokujou Parodius (Japan)|.zip|1580592
Gon (Japan) (En)|.zip|635093
Goof Troop (Europe)|.zip|344963
Goof Troop (France)|.zip|345003
Goof Troop (Germany)|.zip|345128
Goof Troop (USA)|.zip|344832
Goofy to Max - Kaizoku-jima no Daibouken (Japan)|.zip|349012
Gouketsuji Ichizoku (Japan)|.zip|1658001
Gourmet Sentai Barayarou (Japan)|.zip|1168380
Gourmet Warriors (World) (Aftermarket) (Unl)|.zip|1172104
Gourmet Warriors (World) (QUByte Classics)|.zip|1172099
Gousou Jinrai Densetsu - Musha (Japan)|.zip|459327
Gradius III (Japan) (En)|.zip|433281
Gradius III (USA)|.zip|433344
Granhistoria - Genshi Sekaiki (Japan) (Rev 1)|.zip|1486431
Granhistoria - Genshi Sekaiki (Japan) (Sample)|.zip|1496204
Granhistoria - Genshi Sekaiki (Japan)|.zip|1485563
Great Battle Gaiden 2, The - Matsuri da Wasshoi (Japan) (Beta)|.zip|844916
Great Battle Gaiden 2, The - Matsuri da Wasshoi (Japan)|.zip|701560
Great Battle II, The - Last Fighter Twin (Japan)|.zip|736212
Great Battle III, The (Japan)|.zip|880106
Great Battle IV, The (Japan) (Beta)|.zip|716656
Great Battle IV, The (Japan)|.zip|1200527
Great Battle V, The (Japan)|.zip|1112183
Great Circus Mystery Starring Mickey &amp; Minnie, The (Europe)|.zip|965979
Great Circus Mystery Starring Mickey &amp; Minnie, The (USA)|.zip|965957
Great Waldo Search, The (USA)|.zip|276619
GunForce (Japan) (En)|.zip|329559
GunForce (USA)|.zip|329564
GunForce - Battle Fire Engulfed Terror Island (Europe) (Proto)|.zip|332566
Gunman Clive (World) (Demo) (Aftermarket) (Unl)|.zip|43997
HAL's Hole in One Golf (Europe)|.zip|624553
HAL's Hole in One Golf (USA)|.zip|731782
HD Retrovision Test Software (World) (v1.2) (Program) (Aftermarket) (Unl)|.zip|4456
HD Retrovision Test Software (World) (v1.4) (Program) (Aftermarket) (Unl)|.zip|5087
Habu Meijin no Omoshiro Shougi (Japan)|.zip|566554
Hagane (Japan) (Beta) [b]|.zip|1437182
Hagane (Japan)|.zip|1210703
Hagane - The Final Conflict (Europe)|.zip|1209674
Hagane - The Final Conflict (USA)|.zip|1209668
Haisei Mahjong - Ryouga (Japan)|.zip|472841
Hakunetsu Pro Yakyuu '93 - Ganba League (Japan) (Beta)|.zip|606183
Hakunetsu Pro Yakyuu '93 - Ganba League (Japan)|.zip|605661
Hakunetsu Pro Yakyuu '94 - Ganba League 3 (Japan) (Beta)|.zip|542353
Hakunetsu Pro Yakyuu '94 - Ganba League 3 (Japan)|.zip|569568
Hakunetsu Pro Yakyuu - Ganba League (Japan) (Rev 1)|.zip|523369
Hakunetsu Pro Yakyuu - Ganba League (Japan)|.zip|523354
Hameln no Violin Hiki (Japan)|.zip|781383
Hammer Lock Wrestling (USA) (Beta)|.zip|1114418
Hammer Lock Wrestling (USA)|.zip|1114376
Hanafuda Ou (Japan)|.zip|274247
Hana no Keiji - Kumo no Kanata ni (Japan)|.zip|1268375
Hanguk Pro Yagu (Korea)|.zip|554274
Hanjuku Hero - Ah, Sekai yo Hanjuku Nare...!! (Japan)|.zip|634564
Hansei Zaru Jiro-kun no Daibouken (Japan)|.zip|253639
Haou Taikei Ryuu Knight - Lord of Paladin (Japan) (Beta)|.zip|1022714
Haou Taikei Ryuu Knight - Lord of Paladin (Japan) (Rev 1)|.zip|1021332
Haou Taikei Ryuu Knight - Lord of Paladin (Japan)|.zip|1021363
Harapeko Bakka (Japan)|.zip|124436
HardBall III (USA)|.zip|969593
Harley's Humongous Adventure (Europe)|.zip|341654
Harley's Humongous Adventure (USA) (Beta)|.zip|341564
Harley's Humongous Adventure (USA)|.zip|341650
Harvest Moon (Europe)|.zip|926331
Harvest Moon (Germany)|.zip|930013
Harvest Moon (USA) (Beta)|.zip|926451
Harvest Moon (USA)|.zip|926375
Hashire Hebereke (Japan)|.zip|838324
Hat Trick Hero (Japan) (En)|.zip|247023
Hat Trick Hero 2 (Japan)|.zip|609133
Hatayama Hatch no Pro Yakyuu News! - Jitsumei Ban (Japan)|.zip|600926
Havoc (USA) (Demo)|.zip|254946
Hayazashi Nidan Morita Shougi (Japan)|.zip|251363
Hayazashi Nidan Morita Shougi 2 (Japan)|.zip|250934
Head-On Soccer (USA)|.zip|822889
Hebereke's Popoitto (Europe)|.zip|317293
Hebereke's Popoon (Europe)|.zip|577859
Hebereke no Oishii Puzzle wa Irimasenka (Japan)|.zip|759017
Hebereke no Popoon (Japan) (Beta) (1993-11-03)|.zip|578814
Hebereke no Popoon (Japan)|.zip|578766
Heian Fuuunden (Japan)|.zip|920108
Heisei Gunjin Shougi (Japan)|.zip|246321
Heisei Inu Monogatari Bow - Pop'n Smash!! (Japan)|.zip|354646
Heisei Shin Onigashima - Kouhen (Japan)|.zip|1816686
Heisei Shin Onigashima - Zenpen (Japan)|.zip|1731148
Heiwa Pachinko World (Japan)|.zip|777096
Heiwa Pachinko World 2 (Japan)|.zip|1203026
Heiwa Pachinko World 3 (Japan)|.zip|1453645
Heiwa Parlor! Mini 8 - Pachinko Jikki Simulation Game (Japan)|.zip|530481
Hello! Pac-Man (Japan)|.zip|987992
Heracles no Eikou III - Kamigami no Chinmoku (Japan)|.zip|684385
Heracles no Eikou IV - Kamigami kara no Okurimono (Japan) (Virtual Console)|.zip|1779166
Heracles no Eikou IV - Kamigami kara no Okurimono (Japan)|.zip|1779121
Hercules (USA) (Pirate)|.zip|528166
Hero Senki - Project Olympus (Japan)|.zip|1120721
Higashio Osamu Kanshuu Super Pro Yakyuu Stadium (Japan)|.zip|320799
Hilda (World) (Aftermarket) (Unl)|.zip|64972
Hind Strike (USA) (Aftermarket) (Unl)|.zip|366511
Hi no Ouji - Yamato Takeru (Japan)|.zip|1488186
Hiouden - Mamono-tachi to no Chikai (Japan)|.zip|1040083
Hiryuu no Ken S - Golden Fighter (Japan)|.zip|1094198
Hiryuu no Ken S - Hyper Version (Japan)|.zip|1095020
Hissatsu Pachinko Collection (Japan)|.zip|695164
Hissatsu Pachinko Collection 2 (Japan)|.zip|1396177
Hissatsu Pachinko Collection 3 (Japan)|.zip|1190716
Hissatsu Pachinko Collection 4 (Japan)|.zip|923193
Hisshou 777 Fighter - Pachi-Slot Ryuuguu Densetsu (Japan)|.zip|405427
Hisshou 777 Fighter II - Pachi-Slot Maruhi Jouhou (Japan)|.zip|387392
Hisshou 777 Fighter III - Kokuryuu Ou no Fukkatsu (Japan)|.zip|733576
Hisshou Pachi-Slot Fun (Japan)|.zip|472913
Hit the Ice - VHL - The Official Video Hockey League (USA)|.zip|266410
Hokuto no Ken 5 - Tenma Ryuuseiden Ai Zetsu Shou (Japan)|.zip|569512
Hokuto no Ken 6 - Gekitou Denshouken Haou e no Michi (Japan)|.zip|746664
Hokuto no Ken 7 - Seiken Retsuden Denshousha e no Michi (Japan)|.zip|1679397
Holy Striker (Japan)|.zip|412537
Holy Umbrella - Dondera no Mubou!! (Japan)|.zip|1649947
Home Alone (Europe)|.zip|272877
Home Alone (Japan)|.zip|273453
Home Alone (USA)|.zip|272871
Home Alone 2 - Lost in New York (Europe)|.zip|329749
Home Alone 2 - Lost in New York (USA)|.zip|329743
Home Improvement - Power Tool Pursuit! (USA)|.zip|811921
Hong Kong '97 (Japan) (En,Ja,Zh-Hant) (CM) (Unl)|.zip|391294
Hong Kong '97 (Japan) (En,Ja,Zh-Hant) (Unl)|.zip|265663
Honkaku Mahjong - Tetsuman (Japan)|.zip|312162
Honkaku Mahjong - Tetsuman II (Japan)|.zip|345167
Honkaku Shougi - Fuuunji Ryuuou (Japan)|.zip|660446
Honkakuha Igo - Gosei (Japan)|.zip|572879
Honke Hanafuda (Japan)|.zip|588247
Honke Sankyo Fever - Jikki Simulation (Japan)|.zip|869731
Honke Sankyo Fever 2 - Jikki Simulation (Japan)|.zip|791739
Honke Sankyo Fever 3 - Jikki Simulation (Japan)|.zip|488182
Honoo no Toukyuuji - Dodge Danpei (Japan) (Sample)|.zip|609287
Honoo no Toukyuuji - Dodge Danpei (Japan)|.zip|621935
Hook (Europe)|.zip|494577
Hook (Japan)|.zip|552953
Hook (USA) (Beta)|.zip|492585
Hook (USA)|.zip|494571
Horizontal Shooter (World) (Demo) (Aftermarket) (Unl)|.zip|15089
Horizontal Shooter (World) (v1.1) (Demo) (Aftermarket) (Unl)|.zip|19358
Hoshi no Kirby 3 (Japan)|.zip|2236426
Hoshi no Kirby Super Deluxe (Japan) (Rev 1)|.zip|2837290
Hoshi no Kirby Super Deluxe (Japan) (Rev 2)|.zip|2834276
Hoshi no Kirby Super Deluxe (Japan)|.zip|2830539
Houkago in Beppin Jogakuin (Japan)|.zip|1311697
Hourai Gakuen no Bouken! - Tenkousei Scramble (Japan)|.zip|1449602
Human Baseball (Japan)|.zip|603272
Human Grand Prix (Japan) (En)|.zip|585448
Human Grand Prix 2 (Japan) (Beta)|.zip|669379
Human Grand Prix II (Japan) (En)|.zip|684040
Human Grand Prix III - F1 Triple Battle (Japan) (En)|.zip|1329558
Human Grand Prix IV - F1 Dream Battle (Japan) (En)|.zip|1220750
Humans, The (Europe)|.zip|824419
Humans, The (Germany)|.zip|824518
Humans, The (World) (QUByte Classics)|.zip|824442
Hungry Dinosaurs (Europe)|.zip|123874
Hunt for Red October, The (Europe) (Beta)|.zip|368895
Hunt for Red October, The (Europe)|.zip|368926
Hunt for Red October, The (USA)|.zip|368920
Hurricanes (Europe) (Beta)|.zip|682949
Hurricanes (Europe)|.zip|682983
Hurricanes (USA)|.zip|682977
Hyper Iria (Japan) (Sample) (1995-07-03)|.zip|785880
Hyper Iria (Japan)|.zip|791864
Hyper V-Ball (Europe) (Beta)|.zip|595171
Hyper V-Ball (Europe)|.zip|589850
Hyper V-Ball (USA)|.zip|597353
HyperZone (Europe)|.zip|321056
HyperZone (Japan) (En)|.zip|418629
HyperZone (USA)|.zip|339374
Idea no Hi (Japan)|.zip|1402553
Ignition Factor, The (USA) (Beta)|.zip|633944
Ignition Factor, The (USA)|.zip|633992
Igo Club (Japan) (Rev 2)|.zip|306156
Igo Club (Japan)|.zip|326507
Ihatovo Monogatari (Japan)|.zip|644689
Ikari no Yousai (Japan)|.zip|529901
Illusion of Gaia (USA) (Beta 1)|.zip|1636649
Illusion of Gaia (USA) (Beta 2)|.zip|1680439
Illusion of Gaia (USA)|.zip|1648231
Illusion of Time (Europe)|.zip|1642212
Illusion of Time (France)|.zip|1646419
Illusion of Time (Germany) (Rev 1)|.zip|1649073
Illusion of Time (Germany)|.zip|1652554
Illusion of Time (Spain)|.zip|1645306
Illvanian no Shiro (Japan) (Beta) (1994-08-23)|.zip|1558970
Illvanian no Shiro (Japan)|.zip|1566458
Imperium (USA) (Beta)|.zip|527192
Imperium (USA)|.zip|547900
Inazuma Serve da! Super Beach Volley (Japan) (En)|.zip|467260
Incantation (Europe)|.zip|406226
Incantation (USA)|.zip|406221
Incognity - A Rover Story (World) (v0.9.0) (Aftermarket) (Unl)|.zip|247733
Incognity - A Rover Story (World) (v0.9.1) (Aftermarket) (Unl)|.zip|247732
Incredible Crash Dummies, The (Europe)|.zip|755715
Incredible Crash Dummies, The (USA) (Beta)|.zip|753611
Incredible Crash Dummies, The (USA)|.zip|755712
Incredible Hulk, The (Europe)|.zip|999667
Incredible Hulk, The (USA) (Beta)|.zip|1117131
Incredible Hulk, The (USA)|.zip|999661
Indiana Jones' Greatest Adventures (Europe)|.zip|1671905
Indiana Jones' Greatest Adventures (Japan)|.zip|1666835
Indiana Jones' Greatest Adventures (USA)|.zip|1671789
Inindo - Way of the Ninja (USA)|.zip|573194
Inspector Gadget (USA)|.zip|486453
International Sensible Soccer - World Champions (Europe) (En,Fr,De,It) (Rev 1)|.zip|236481
International Superstar Soccer (Europe)|.zip|696058
International Superstar Soccer (USA)|.zip|695954
International Superstar Soccer Deluxe (Europe) (Beta)|.zip|1496274
International Superstar Soccer Deluxe (Europe)|.zip|1496279
International Superstar Soccer Deluxe (USA)|.zip|1496097
International Tennis Tour (Europe)|.zip|739001
International Tennis Tour (Japan) (En)|.zip|738385
International Tennis Tour (USA)|.zip|737214
Ippatsu Gyakuten (Japan)|.zip|509033
Irem Skins Game, The (USA) (Arcade)|.zip|479381
Irem Skins Game, The (USA)|.zip|476647
Iron Commando (Europe) (Proto)|.zip|975349
Iron Commando (World) (2016-07-13) (Steam) (NTSC)|.zip|979208
Iron Commando (World) (2022-02-21) (Steam) (NTSC)|.zip|979161
Iron Commando (World) (Piko Interactive)|.zip|979151
Iron Commando (World) (QUByte Classics)|.zip|979141
Iron Commando - Koutetsu no Senshi (Japan)|.zip|987353
Isozuri - Ritou Hen (Japan)|.zip|1738563
Itadaki Street 2 - Neon Sign wa Barairo ni (Japan) (Beta) (1993-12-20)|.zip|993682
Itadaki Street 2 - Neon Sign wa Barairo ni (Japan)|.zip|993601
Itchy &amp; Scratchy Game, The (Europe)|.zip|601112
Itchy &amp; Scratchy Game, The (USA)|.zip|601106
Itoi Shigesato no Bass Tsuri No. 1 (Japan)|.zip|2535199
Itou Hatasu Rokudan no Shougi Doujou (Japan) (Rev 1)|.zip|668859
Itou Hatasu Rokudan no Shougi Doujou (Japan)|.zip|644556
Izzy's Quest for the Olympic Rings (Europe)|.zip|1080486
Izzy's Quest for the Olympic Rings (USA) (Beta)|.zip|1083330
Izzy's Quest for the Olympic Rings (USA)|.zip|1080486
J.League '96 Dream Stadium (Japan)|.zip|1273392
J.League Excite Stage '94 (Japan) (Rev 1)|.zip|786674
J.League Excite Stage '94 (Japan)|.zip|762360
J.League Excite Stage '95 (Japan) (Demo)|.zip|762555
J.League Excite Stage '95 (Japan)|.zip|668387
J.League Excite Stage '96 (Japan) (Rev 1)|.zip|1088721
J.League Excite Stage '96 (Japan)|.zip|1088682
J.League Soccer - Prime Goal (Japan) (Rev 1)|.zip|523739
J.League Soccer - Prime Goal (Japan)|.zip|523706
J.League Soccer - Prime Goal 2 (Japan)|.zip|844316
J.League Soccer - Prime Goal 3 (Japan)|.zip|1124620
J.League Super Soccer '95 - Jikkyou Stadium (Japan)|.zip|1160815
J.League Super Soccer (Japan)|.zip|873235
J.R.R. Tolkien's The Lord of the Rings - Volume 1 (USA)|.zip|756727
J.R.R. Tolkien's The Lord of the Rings - Volume One (Europe)|.zip|757378
J.R.R. Tolkien's The Lord of the Rings - Volume One (Germany)|.zip|757625
JB The Super Bass (Japan)|.zip|1498320
JRA PAT (Japan) (TJAJ)|.zip|350054
JRA PAT (Japan) (TJBJ)|.zip|350292
JRA PAT (Japan) (TJCJ)|.zip|350945
JRA PAT - Wide Taiouban (Japan) (TJDJ)|.zip|343008
JRA PAT - Wide Taiouban (Japan) (TJEJ)|.zip|343011
JWP Joshi Pro Wres - Pure Wrestle Queens (Japan)|.zip|1310522
Jack Nicklaus Golf (Europe)|.zip|338957
Jack Nicklaus Golf (France)|.zip|335037
Jack Nicklaus Golf (USA)|.zip|338932
Jaleco Rally Big Run - The Supreme 4WD Challenge (Japan) (En) (Rev 1)|.zip|397230
Jaleco Rally Big Run - The Supreme 4WD Challenge (Japan) (En)|.zip|397168
James Bond Jr (Europe)|.zip|361964
James Bond Jr (USA)|.zip|361892
James Pond's Crazy Sports (Europe)|.zip|246933
Jammes (Japan)|.zip|175794
Janyuuki - Gokuu Randa (Japan)|.zip|530548
Jeff's Shoot'Em Up (USA) (Proto)|.zip|100619
Jelly Boy (Europe) (Beta 1)|.zip|790771
Jelly Boy (Europe) (Beta 2)|.zip|699872
Jelly Boy (Europe)|.zip|699723
Jelly Boy 2 (Japan) (Proto)|.zip|1058198
Jeopardy! (USA)|.zip|353804
Jeopardy! - Deluxe Edition (USA)|.zip|252033
Jeopardy! - Sports Edition (USA)|.zip|236121
Jerry Boy (Japan)|.zip|367961
Jet Pilot Rising (World) (De) (Aftermarket) (Unl)|.zip|460859
Jet Pilot Rising (World) (De) (v1.1) (Aftermarket) (Unl)|.zip|391561
Jetsons, The - Invasion of the Planet Pirates (USA)|.zip|622697
Jigsaw Party (Japan) (Beta) (1994-03-25)|.zip|776856
Jigsaw Party (Japan)|.zip|776864
Jikkyou Oshaberi Parodius (Japan)|.zip|2619388
Jikkyou Power Pro Wrestling '96 - Max Voltage (Japan)|.zip|3243299
Jikkyou Powerful Pro Yakyuu '94 (Japan)|.zip|1648412
Jikkyou Powerful Pro Yakyuu '96 - Kaimaku Ban (Japan) (Rev 1)|.zip|2466959
Jikkyou Powerful Pro Yakyuu '96 - Kaimaku Ban (Japan)|.zip|2466759
Jikkyou Powerful Pro Yakyuu - Basic Ban '98 (Japan)|.zip|2461441
Jikkyou Powerful Pro Yakyuu 2 (Japan) (Rev 1)|.zip|2068611
Jikkyou Powerful Pro Yakyuu 2 (Japan) (Rev 2)|.zip|2069276
Jikkyou Powerful Pro Yakyuu 2 (Japan)|.zip|2068512
Jikkyou Powerful Pro Yakyuu 3 (Japan) (Rev 1)|.zip|2466659
Jikkyou Powerful Pro Yakyuu 3 (Japan)|.zip|2466639
Jikkyou Powerful Pro Yakyuu 3 - '97 Haru (Japan) (Rev 1)|.zip|2464796
Jikkyou Powerful Pro Yakyuu 3 - '97 Haru (Japan)|.zip|2464514
Jikkyou World Soccer - Perfect Eleven (Japan) (Rev 1)|.zip|1634458
Jikkyou World Soccer - Perfect Eleven (Japan)|.zip|1634178
Jikkyou World Soccer 2 - Fighting Eleven (Japan) (Beta)|.zip|1920765
Jikkyou World Soccer 2 - Fighting Eleven (Japan) (Rev 1) (NP)|.zip|2480466
Jikkyou World Soccer 2 - Fighting Eleven (Japan)|.zip|2480302
Jim Lee's WildC.A.T.S - Covert-Action-Teams (USA)|.zip|1382303
Jim Power - The Lost Dimension in 3D (Europe) (Proto)|.zip|690848
Jim Power - The Lost Dimension in 3D (USA)|.zip|691850
Jim Power - The Lost Dimension in 3D (World) (Piko Interactive) (Enhanced)|.zip|940480
Jim Power - The Lost Dimension in 3D (World) (Piko Interactive)|.zip|691860
Jim Power - The Lost Dimension in 3D (World) (QUByte Classics)|.zip|691858
