game_id|game_name|game_info|game_size
sf2hfj.zip|Street Fighter II' Turbo: Hyper Fighting (Japan 921209)|Capcom/1992|
dino.zip|Cadillacs and Dinosaurs (World 930201)|Capcom/1993|
dinou.zip|Cadillacs and Dinosaurs (USA 930201)|Capcom/1993|
dinoa.zip|Cadillacs and Dinosaurs (Asia TW 930223)|Capcom/1993|
dinoj.zip|Cadillacs: Kyouryuu Shin Seiki (Japan 930201)|Capcom/1993|
dinohunt.zip|Dinosaur Hunter (Chinese bootleg of Cadillacs and Dinosaurs)|bootleg/1993|
punisher.zip|The Punisher (World 930422)|Capcom/1993|
punisheru.zip|The Punisher (USA 930422)|Capcom/1993|
punisherh.zip|The Punisher (Hispanic 930422)|Capcom/1993|
punisherj.zip|The Punisher (Japan 930422)|Capcom/1993|
punisherbz.zip|Biaofeng Zhanjing (Chinese bootleg of The Punisher)|bootleg/2002|
slammast.zip|Saturday Night Slam Masters (World 930713)|Capcom/1993|
slammastu.zip|Saturday Night Slam Masters (USA 930713)|Capcom/1993|
mbomberj.zip|Muscle Bomber: The Body Explosion (Japan 930713)|Capcom/1993|
mbombrd.zip|Muscle Bomber Duo: Ultimate Team Battle (World 931206)|Capcom/1993|
mbombrdj.zip|Muscle Bomber Duo: Heat Up Warriors (Japan 931206)|Capcom/1993|
gulunpa.zip|Gulun.Pa! (Japan 931220 L) (prototype)|Capcom/1993|
pnickj.zip|Pnickies (Japan 940608)|Capcom/1994|
qtono2j.zip|Quiz Tonosama no Yabou 2: Zenkoku-ban (Japan 950123)|Capcom/1995|
megaman.zip|Mega Man: The Power Battle (CPS1, USA 951006)|Capcom/1995|
megamana.zip|Mega Man: The Power Battle (CPS1, Asia 951006)|Capcom/1995|
rockmanj.zip|Rockman: The Power Battle (CPS1, Japan 950922)|Capcom/1995|
pmonster.zip|Gamushara Battle! Puchi Monster (Japan 990519)|Capcom/1999|
ganbare.zip|Ganbare! Marine Kun (Japan 2K0411)|Capcom/2000|
pokonyan.zip|Pokonyan! Balloon (Japan 940322)|Capcom/1994|
mpumpkin.zip|Magical Pumpkin: Puroland de Daibouken (Japan 960712)|Capcom/1996|
pang3.zip|Pang! 3 (Europe 950601)|Mitchell/1995|
pang3r1.zip|Pang! 3 (Europe 950511)|Mitchell/1995|
pang3j.zip|Pang! 3: Kaitou Tachi no Karei na Gogo (Japan 950511)|Mitchell/1995|
pang3b.zip|Pang! 3 (bootleg, set 1)|bootleg/1995|
pang3b2.zip|Pang! 3 (bootleg, set 2)|bootleg/1995|
pang3b3.zip|Pang! 3 (bootleg, set 3)|bootleg/1995|
pang3b4.zip|Pang! 3 (bootleg, set 4)|bootleg/1995|
pang3b5.zip|Pang! 3 (bootleg, set 5)|bootleg/1995|
